Statistical profiling result from isolate-0x102800000-v8.log, (6258 ticks, 93 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  LazyCompile: ~checkReturnStatement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:24283:38
      2    0.0%    0.0%  LazyCompile: ~checkGrammarStatementInAmbientContext /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:27313:55
      2    0.0%    0.0%  LazyCompile: ~checkGrammarParameterList /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:26691:43
      2    0.0%    0.0%  LazyCompile: ~checkApplicableSignature /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21315:42
      2    0.0%    0.0%  LazyCompile: *scanString /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:3385:28
      2    0.0%    0.0%  LazyCompile: *resolveCall /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21517:29
      2    0.0%    0.0%  LazyCompile: *resolveAnonymousTypeMembers /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16316:45
      2    0.0%    0.0%  LazyCompile: *reorderCandidates /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21136:35
      2    0.0%    0.0%  LazyCompile: *parseTypeOrTypePredicate /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8476:42
      2    0.0%    0.0%  LazyCompile: *parseTypeMember /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8283:33
      2    0.0%    0.0%  LazyCompile: *parseTokenNode /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:7408:32
      2    0.0%    0.0%  LazyCompile: *parseParameterList /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8161:36
      2    0.0%    0.0%  LazyCompile: *parseNonArrayType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8341:35
      2    0.0%    0.0%  LazyCompile: *parseList /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:7715:27
      2    0.0%    0.0%  LazyCompile: *parseIncrementExpression /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:9015:42
      2    0.0%    0.0%  LazyCompile: *parseExpression /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8568:33
      2    0.0%    0.0%  LazyCompile: *needCollisionCheckForIdentifier /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:23780:49
      2    0.0%    0.0%  LazyCompile: *isUniqueLocalName /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:29373:35
      2    0.0%    0.0%  LazyCompile: *isReservedMemberName /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:14274:38
      2    0.0%    0.0%  LazyCompile: *isRelatedTo /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17830:33
      2    0.0%    0.0%  LazyCompile: *isInsideFunction /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:19681:34
      2    0.0%    0.0%  LazyCompile: *isIdentifierPart /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:3257:30
      2    0.0%    0.0%  LazyCompile: *isGlobalSourceFile /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:13585:36
      2    0.0%    0.0%  LazyCompile: *isCurrentFileSystemExternalModule /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:34397:55
      2    0.0%    0.0%  LazyCompile: *isContextSensitive /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17595:36
      2    0.0%    0.0%  LazyCompile: *isBlockOrCatchScoped /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:4483:34
      2    0.0%    0.0%  LazyCompile: *isBindingPattern /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:5432:30
      2    0.0%    0.0%  LazyCompile: *instantiateType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17566:33
      2    0.0%    0.0%  LazyCompile: *inferFromSignatures /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:18935:41
      2    0.0%    0.0%  LazyCompile: *inferFromProperties /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:18925:41
      2    0.0%    0.0%  LazyCompile: *inDecoratorContext /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:7295:36
      2    0.0%    0.0%  LazyCompile: *getTypeAtFlowCondition /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:19375:44
      2    0.0%    0.0%  LazyCompile: *getSignaturesOfSymbol /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16724:39
      2    0.0%    0.0%  LazyCompile: *getSignatureFromDeclaration /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16638:45
      2    0.0%    0.0%  LazyCompile: *getNodeEnd /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:7320:28
      2    0.0%    0.0%  LazyCompile: *getLine /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:6022:31
      2    0.0%    0.0%  LazyCompile: *getInterfaceBaseTypeNodes /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:5626:39
      2    0.0%    0.0%  LazyCompile: *getErasedSignature /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16809:36
      2    0.0%    0.0%  LazyCompile: *getDeclaredTypeOfSymbol /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:15999:41
      2    0.0%    0.0%  LazyCompile: *getDeclarationName /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:11667:36
      2    0.0%    0.0%  LazyCompile: *getConstantValue /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:26117:34
      2    0.0%    0.0%  LazyCompile: *emitVariableDeclaration /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:32254:45
      2    0.0%    0.0%  LazyCompile: *emitPropertyAccess /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:30734:40
      2    0.0%    0.0%  LazyCompile: *emitIfStatement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:31234:37
      2    0.0%    0.0%  LazyCompile: *emitEnd /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:27542:25
      2    0.0%    0.0%  LazyCompile: *emitCaseOrDefaultClause /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:31843:45
      2    0.0%    0.0%  LazyCompile: *declareSymbolAndAddToSymbolTableWorker /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:12446:56
      2    0.0%    0.0%  LazyCompile: *checkReturnStatement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:24283:38
      2    0.0%    0.0%  LazyCompile: *checkGrammarParameterList /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:26691:43
      2    0.0%    0.0%  LazyCompile: *checkGrammarDecorators /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:26406:40
      2    0.0%    0.0%  LazyCompile: *bindVariableDeclarationOrBindingElement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:13039:57
      2    0.0%    0.0%  LazyCompile: *bindParameter /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:13055:31
      2    0.0%    0.0%  LazyCompile: *bindBinaryExpressionFlow /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:12342:42
      2    0.0%    0.0%  LazyCompile: *Node /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:1506:18
      2    0.0%    0.0%  Handler: id {6}
      2    0.0%    0.0%  Handler: id {5}
      2    0.0%    0.0%  Handler: flags
      2    0.0%    0.0%  Handler: An IC handler from the snapshot {6}
      2    0.0%    0.0%  Handler: An IC handler from the snapshot {4}
      2    0.0%    0.0%  Handler: An IC handler from the snapshot {21}
      2    0.0%    0.0%  Handler: An IC handler from the snapshot
      2    0.0%    0.0%  Handler: $toPrimitive
      1    0.0%    0.0%  Stub: ToBooleanStub(Undefined,Smi)
      1    0.0%    0.0%  Stub: ToBooleanStub(Undefined,Bool)
      1    0.0%    0.0%  Stub: ToBooleanStub(Bool,Smi)
      1    0.0%    0.0%  Stub: StubFailureTrampolineStub
      1    0.0%    0.0%  Stub: StoreTransitionStub {5}
      1    0.0%    0.0%  Stub: StoreTransitionStub {1}
      1    0.0%    0.0%  Stub: StoreFieldStub
      1    0.0%    0.0%  Stub: StoreFastElementStub
      1    0.0%    0.0%  Stub: RecordWriteStub {8}
      1    0.0%    0.0%  Stub: RecordWriteStub {7}
      1    0.0%    0.0%  Stub: RecordWriteStub {6}
      1    0.0%    0.0%  Stub: RecordWriteStub {3}
      1    0.0%    0.0%  Stub: RecordWriteStub {15}
      1    0.0%    0.0%  Stub: RecordWriteStub {13}
      1    0.0%    0.0%  Stub: RecordWriteStub {12}
      1    0.0%    0.0%  Stub: RecordWriteStub {11}
      1    0.0%    0.0%  Stub: RecordWriteStub {10}
      1    0.0%    0.0%  Stub: LoadFieldStub {5}
      1    0.0%    0.0%  Stub: LoadFieldStub {2}
      1    0.0%    0.0%  Stub: LoadFieldStub
      1    0.0%    0.0%  Stub: LoadConstantStub {9}
      1    0.0%    0.0%  Stub: LoadConstantStub {8}
      1    0.0%    0.0%  Stub: LoadConstantStub {7}
      1    0.0%    0.0%  Stub: LoadConstantStub {6}
      1    0.0%    0.0%  Stub: LoadConstantStub {5}
      1    0.0%    0.0%  Stub: LoadConstantStub {4}
      1    0.0%    0.0%  Stub: LoadConstantStub {2}
      1    0.0%    0.0%  Stub: LoadConstantStub {1}
      1    0.0%    0.0%  Stub: LoadConstantStub {12}
      1    0.0%    0.0%  Stub: LoadConstantStub {11}
      1    0.0%    0.0%  Stub: FastNewContextStub {5}
      1    0.0%    0.0%  Stub: FastNewContextStub {4}
      1    0.0%    0.0%  Stub: FastNewContextStub {3}
      1    0.0%    0.0%  Stub: FastNewContextStub {2}
      1    0.0%    0.0%  Stub: FastNewContextStub
      1    0.0%    0.0%  Stub: CompareICStub {9}
      1    0.0%    0.0%  Stub: CompareICStub {8}
      1    0.0%    0.0%  Stub: CompareICStub {6}
      1    0.0%    0.0%  Stub: CompareICStub {4}
      1    0.0%    0.0%  Stub: CallICTrampolineStub
      1    0.0%    0.0%  Stub: CallICStub(args(6), FUNCTION, 
      1    0.0%    0.0%  Stub: CallFunctionStub_Args4
      1    0.0%    0.0%  Stub: CallFunctionStub_Args0 {1}
      1    0.0%    0.0%  Stub: CallFunctionStub {2}
      1    0.0%    0.0%  Stub: CallConstructStub
      1    0.0%    0.0%  Stub: BinaryOpWithAllocationSiteStub {1}
      1    0.0%    0.0%  Stub: BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String) {1}
      1    0.0%    0.0%  Stub: BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)
      1    0.0%    0.0%  Stub: BinaryOpICStub
      1    0.0%    0.0%  StorePolymorphicIC: typeParameters
      1    0.0%    0.0%  StorePolymorphicIC: type
      1    0.0%    0.0%  StorePolymorphicIC: locals
      1    0.0%    0.0%  StorePolymorphicIC: id {8}
      1    0.0%    0.0%  StorePolymorphicIC: id {3}
      1    0.0%    0.0%  StorePolymorphicIC: end
      1    0.0%    0.0%  LazyCompile: ~walkUpBindingElementsAndPatterns /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:4638:46
      1    0.0%    0.0%  LazyCompile: ~traverse /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:4774:26
      1    0.0%    0.0%  LazyCompile: ~substr native string.js:513:22
      1    0.0%    0.0%  LazyCompile: ~skipTrivia /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:3042:24
      1    0.0%    0.0%  LazyCompile: ~shouldEmitLeadingAndTrailingComments /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:34943:58
      1    0.0%    0.0%  LazyCompile: ~resolveEntityName /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:14076:35
      1    0.0%    0.0%  LazyCompile: ~resolveBaseTypesOfInterface /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:15872:45
      1    0.0%    0.0%  LazyCompile: ~reorderCandidates /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21136:35
      1    0.0%    0.0%  LazyCompile: ~reScanTemplateToken /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:7332:37
      1    0.0%    0.0%  LazyCompile: ~parseTypeReference /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8064:36
      1    0.0%    0.0%  LazyCompile: ~parseTokenNode /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:7408:32
      1    0.0%    0.0%  LazyCompile: ~parseTemplateLiteralFragment /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8041:46
      1    0.0%    0.0%  LazyCompile: ~parseSwitchStatement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:9666:38
      1    0.0%    0.0%  LazyCompile: ~parseStatement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:9849:32
      1    0.0%    0.0%  LazyCompile: ~parseParameter /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8124:32
      1    0.0%    0.0%  LazyCompile: ~parseNewExpression /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:9503:36
      1    0.0%    0.0%  LazyCompile: ~parseForOrForInOrForOfStatement /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:9576:49
      1    0.0%    0.0%  LazyCompile: ~parseCallExpressionRest /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:9280:41
      1    0.0%    0.0%  LazyCompile: ~parseAssignmentExpressionOrHigher /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8592:51
      1    0.0%    0.0%  LazyCompile: ~parseArrowFunctionExpressionBody /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8792:50
      1    0.0%    0.0%  LazyCompile: ~parseArrayTypeOrHigher /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8405:40
      1    0.0%    0.0%  LazyCompile: ~needCollisionCheckForIdentifier /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:23780:49
      1    0.0%    0.0%  LazyCompile: ~map /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:886:17
      1    0.0%    0.0%  LazyCompile: ~isStartOfExpression /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:8536:37
      1    0.0%    0.0%  LazyCompile: ~isSourceFileLevelDeclarationInSystemJsModule /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:31069:66
      1    0.0%    0.0%  LazyCompile: ~isJSXTagName /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:5092:26
      1    0.0%    0.0%  LazyCompile: ~isDeeplyNestedGeneric /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:18433:39
      1    0.0%    0.0%  LazyCompile: ~instantiateSymbol /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17488:35
      1    0.0%    0.0%  LazyCompile: ~instantiateSignature /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17469:38
      1    0.0%    0.0%  LazyCompile: ~instantiateList /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17383:33
      1    0.0%    0.0%  LazyCompile: ~instantiateAnonymousType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:17504:42
      1    0.0%    0.0%  LazyCompile: ~inferTypeArguments /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21251:36
      1    0.0%    0.0%  LazyCompile: ~inferFromSignatures /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:18935:41
      1    0.0%    0.0%  LazyCompile: ~indexTypesRelatedTo /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:18337:41
      1    0.0%    0.0%  LazyCompile: ~hasMatchingArgument /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:19109:37
      1    0.0%    0.0%  LazyCompile: ~getWidenedTypeForVariableLikeDeclaration /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:15520:58
      1    0.0%    0.0%  LazyCompile: ~getTypeOfFuncClassEnumModule /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:15653:46
      1    0.0%    0.0%  LazyCompile: ~getTypeAtFlowAssignment /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:19356:45
      1    0.0%    0.0%  LazyCompile: ~getSymbolDisplayBuilder /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:14577:41
      1    0.0%    0.0%  LazyCompile: ~getSignaturesOfSymbol /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16724:39
      1    0.0%    0.0%  LazyCompile: ~getSignaturesOfStructuredType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16525:47
      1    0.0%    0.0%  LazyCompile: ~getSignatureFromDeclaration /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16638:45
      1    0.0%    0.0%  LazyCompile: ~getResolvedSymbol /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:19033:35
      1    0.0%    0.0%  LazyCompile: ~getPropertyOfObjectType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16388:41
      1    0.0%    0.0%  LazyCompile: ~getPropertyNameForIndexedAccess /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21075:49
      1    0.0%    0.0%  LazyCompile: ~getPropertiesOfObjectType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16382:43
      1    0.0%    0.0%  LazyCompile: ~getOptionsDiagnostics /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:36476:39
      1    0.0%    0.0%  LazyCompile: ~getNodeCheckFlags /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:26110:35
      1    0.0%    0.0%  LazyCompile: ~getInferredType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:18997:33
      1    0.0%    0.0%  LazyCompile: ~getIndexInfoOfStructuredType /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:16535:46
      1    0.0%    0.0%  LazyCompile: ~getIdentifierToken /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:3597:36
      1    0.0%    0.0%  LazyCompile: ~getEffectiveCallArguments /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:21356:43
      1    0.0%    0.0%  LazyCompile: ~getDeclaredTypeOfSymbol /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:15999:41
      1    0.0%    0.0%  LazyCompile: ~getContextualTypeForInitializerExpression /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:20038:59
      1    0.0%    0.0%  LazyCompile: ~getCombinedNodeFlags /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:4644:34
      1    0.0%    0.0%  LazyCompile: ~findResolutionCycleStartIndex /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:15248:47
      1    0.0%    0.0%  LazyCompile: ~emitVariableDeclaration /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:32254:45
      1    0.0%    0.0%  LazyCompile: ~emitSignatureAndBody /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:32617:42
      1    0.0%    0.0%  LazyCompile: ~emitPos /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:27503:25
      1    0.0%    0.0%  LazyCompile: ~emitOptional /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:29653:34
      1    0.0%    0.0%  LazyCompile: ~emitLinesStartingAt /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:29741:41
      1    0.0%    0.0%  LazyCompile: ~emitLeadingCommentsWorker /Users/noj/Documents/dev/personal/TypeScript/built/local/tsc.js:35180:47
